_id,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,LONG_WGS84,LAT_WGS84,geometry
19336,GO-20199019883,THEFT UNDER,2019-06-22,2019,June,Saturday,22,173,17,2019-06-24,2019,June,Monday,24,175,11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,None,RC,12,BLK,700,STOLEN,-79.38208704701839,43.66056979967357,"{""coordinates"": [[-79.382087047, 43.6605698000001]], ""type"": ""MultiPoint""}"
19337,GO-20199019907,THEFT UNDER - BICYCLE,2019-06-19,2019,June,Wednesday,19,170,19,2019-06-24,2019,June,Monday,24,175,13,D13,"Apartment (Rooming House, Condo)",Apartment,OT,ALIBI,RG,24,MRN,800,STOLEN,-79.42206172676411,43.68592810833252,"{""coordinates"": [[-79.422061727, 43.685928108]], ""type"": ""MultiPoint""}"
19338,GO-20199020069,THEFT UNDER,2019-06-20,2019,June,Thursday,20,171,14,2019-06-25,2019,June,Tuesday,25,176,14,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SCHWINN,None,MT,21,BLK,400,UNKNOWN,-79.56970422859403,43.75876291344287,"{""coordinates"": [[-79.569704229, 43.7587629130001]], ""type"": ""MultiPoint""}"
19339,GO-20199019993,THEFT UNDER - BICYCLE,2019-06-24,2019,June,Monday,24,175,16,2019-06-25,2019,June,Tuesday,25,176,19,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SU,DUAL SUSPENSION,MT,18,RED,170,STOLEN,-79.43801459589336,43.695601270455114,"{""coordinates"": [[-79.438014596, 43.6956012700001]], ""type"": ""MultiPoint""}"
19340,GO-20199020079,THEFT UNDER,2019-06-23,2019,June,Sunday,23,174,21,2019-06-25,2019,June,Tuesday,25,176,15,D51,"Apartment (Rooming House, Condo)",Apartment,GI,None,MT,30,GRY,1349,STOLEN,-79.36392225560567,43.64496228406586,"{""coordinates"": [[-79.363922256, 43.644962284]], ""type"": ""MultiPoint""}"
19341,GO-20199019993,THEFT UNDER - BICYCLE,2019-06-24,2019,June,Monday,24,175,16,2019-06-25,2019,June,Tuesday,25,176,19,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SC,GTX-2 700C,MT,21,BLK,550,STOLEN,-79.43801459589336,43.695601270455114,"{""coordinates"": [[-79.438014596, 43.6956012700001]], ""type"": ""MultiPoint""}"
19342,GO-20199020056,THEFT UNDER - BICYCLE,2019-06-23,2019,June,Sunday,23,174,13,2019-06-25,2019,June,Tuesday,25,176,14,D13,"Apartment (Rooming House, Condo)",Apartment,TR,None,RG,24,GRY,500,STOLEN,-79.42365172232647,43.687610701725546,"{""coordinates"": [[-79.423651722, 43.687610702]], ""type"": ""MultiPoint""}"
19343,GO-20199020069,THEFT UNDER,2019-06-20,2019,June,Thursday,20,171,14,2019-06-25,2019,June,Tuesday,25,176,14,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,MOUNTAIN,MT,20,BLK,976.25,STOLEN,-79.56970422859403,43.75876291344287,"{""coordinates"": [[-79.569704229, 43.7587629130001]], ""type"": ""MultiPoint""}"
19344,GO-20199020036,THEFT UNDER,2019-06-08,2019,June,Saturday,8,159,1,2019-06-25,2019,June,Tuesday,25,176,12,D52,"Apartment (Rooming House, Condo)",Apartment,OT,ALPE D'HUEZ 200,RC,9,ONG,800,STOLEN,-79.3969502371263,43.65528649550701,"{""coordinates"": [[-79.3969502369999, 43.655286496]], ""type"": ""MultiPoint""}"
19345,GO-20199020037,THEFT UNDER,2019-06-24,2019,June,Monday,24,175,0,2019-06-25,2019,June,Tuesday,25,176,12,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,NO,None,MT,21,BLK,,STOLEN,-79.43402872198912,43.65080569874255,"{""coordinates"": [[-79.4340287219999, 43.650805699]], ""type"": ""MultiPoint""}"
19346,GO-20199020096,B&E,2019-06-25,2019,June,Tuesday,25,176,16,2019-06-25,2019,June,Tuesday,25,176,17,D14,"Apartment (Rooming House, Condo)",Apartment,NO,None,RG,24,WHI,700,STOLEN,-79.41592022802527,43.639032080834816,"{""coordinates"": [[-79.4159202279999, 43.639032081]], ""type"": ""MultiPoint""}"
19347,GO-20199020086,THEFT UNDER - BICYCLE,2019-06-25,2019,June,Tuesday,25,176,9,2019-06-25,2019,June,Tuesday,25,176,16,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,None,RG,5,BLU,3000,STOLEN,-79.4196186323514,43.79631651613332,"{""coordinates"": [[-79.419618632, 43.796316516]], ""type"": ""MultiPoint""}"
19348,GO-20199020031,THEFT UNDER - BICYCLE,2019-06-24,2019,June,Monday,24,175,21,2019-06-25,2019,June,Tuesday,25,176,11,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RA,None,RC,10,BLU,200,STOLEN,-79.40864393656943,43.665669710008395,"{""coordinates"": [[-79.408643937, 43.66566971]], ""type"": ""MultiPoint""}"
19349,GO-20191174248,THEFT UNDER,2017-06-24,2017,June,Saturday,24,175,10,2019-06-25,2019,June,Tuesday,25,176,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,HOOLIGAN,None,MT,10,GRN,,STOLEN,-79.3011073510694,43.685764727426566,"{""coordinates"": [[-79.301107351, 43.685764727]], ""type"": ""MultiPoint""}"
19350,GO-20199020086,THEFT UNDER - BICYCLE,2019-06-25,2019,June,Tuesday,25,176,9,2019-06-25,2019,June,Tuesday,25,176,16,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,None,RG,5,BLU,3000,STOLEN,-79.4196186323514,43.79631651613332,"{""coordinates"": [[-79.419618632, 43.796316516]], ""type"": ""MultiPoint""}"
19351,GO-20199020018,THEFT UNDER,2019-06-25,2019,June,Tuesday,25,176,9,2019-06-25,2019,June,Tuesday,25,176,9,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FJ,FEATHER,RC,1,None,700,STOLEN,-79.3001578511043,43.68397042992254,"{""coordinates"": [[-79.300157851, 43.68397043]], ""type"": ""MultiPoint""}"
19352,GO-20199020017,THEFT UNDER - BICYCLE,2019-06-25,2019,June,Tuesday,25,176,1,2019-06-25,2019,June,Tuesday,25,176,1,D14,"Apartment (Rooming House, Condo)",Apartment,OT,URBAN 4.0,RG,3,GRY,1350,STOLEN,-79.41500702832967,43.64143238329806,"{""coordinates"": [[-79.4150070279999, 43.6414323830001]], ""type"": ""MultiPoint""}"
19353,GO-20199020087,THEFT UNDER,2019-06-25,2019,June,Tuesday,25,176,15,2019-06-25,2019,June,Tuesday,25,176,16,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,SIRRUS SPORT,RC,10,WHI,,STOLEN,-79.3769330479008,43.65290919201284,"{""coordinates"": [[-79.376933048, 43.652909192]], ""type"": ""MultiPoint""}"
19354,GO-20199020096,B&E,2019-06-25,2019,June,Tuesday,25,176,16,2019-06-25,2019,June,Tuesday,25,176,17,D14,"Apartment (Rooming House, Condo)",Apartment,KO,None,RG,24,GRN,700,STOLEN,-79.41592022802527,43.639032080834816,"{""coordinates"": [[-79.4159202279999, 43.639032081]], ""type"": ""MultiPoint""}"
19355,GO-20191179365,B&E,2019-06-25,2019,June,Tuesday,25,176,13,2019-06-25,2019,June,Tuesday,25,176,13,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,ROADSTER,TO,3,TRQ,1200,STOLEN,-79.41099392966734,43.64968579242061,"{""coordinates"": [[-79.41099393, 43.6496857920001]], ""type"": ""MultiPoint""}"
19356,GO-20199020132,THEFT UNDER - BICYCLE,2019-06-25,2019,June,Tuesday,25,176,17,2019-06-25,2019,June,Tuesday,25,176,20,D14,Bar / Restaurant,Commercial,CA,T2000,TO,21,GRY,1000,STOLEN,-79.42735822421264,43.63895588349699,"{""coordinates"": [[-79.427358224, 43.638955883]], ""type"": ""MultiPoint""}"
19357,GO-20199020062,THEFT UNDER - BICYCLE,2019-06-25,2019,June,Tuesday,25,176,9,2019-06-25,2019,June,Tuesday,25,176,13,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,GI,BOULDER SE,MT,15,RED,250,STOLEN,-79.37905065456997,43.671910411014075,"{""coordinates"": [[-79.379050655, 43.6719104110001]], ""type"": ""MultiPoint""}"
19358,GO-20199020144,THEFT UNDER,2019-06-13,2019,June,Thursday,13,164,16,2019-06-25,2019,June,Tuesday,25,176,22,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,None,MT,7,GRY,,STOLEN,-79.38660834039426,43.648634287737934,"{""coordinates"": [[-79.38660834, 43.648634288]], ""type"": ""MultiPoint""}"
19359,GO-20199020138,THEFT UNDER - BICYCLE,2019-06-25,2019,June,Tuesday,25,176,18,2019-06-25,2019,June,Tuesday,25,176,22,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,NO,2007 LRT EXPRES,MT,7,BLK,350,STOLEN,-79.389869569075,43.68899065094792,"{""coordinates"": [[-79.389869569, 43.688990651]], ""type"": ""MultiPoint""}"
19360,GO-20191186260,THEFT OVER - BICYCLE,2019-06-26,2019,June,Wednesday,26,177,0,2019-06-26,2019,June,Wednesday,26,177,12,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,None,MT,7,WHIGRN,2700,STOLEN,-79.3993568479656,43.701364017137,"{""coordinates"": [[-79.399356848, 43.7013640170001]], ""type"": ""MultiPoint""}"
19361,GO-20191185759,THEFT OF EBIKE UNDER $5000,2019-06-06,2019,June,Thursday,6,157,12,2019-06-26,2019,June,Wednesday,26,177,11,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EMMO,MONSTER,EL,1,BLK,2200,STOLEN,-79.35354036577921,43.65496669407035,"{""coordinates"": [[-79.3535403659999, 43.654966694]], ""type"": ""MultiPoint""}"
19362,GO-20199020190,THEFT UNDER,2019-06-15,2019,June,Saturday,15,166,5,2019-06-26,2019,June,Wednesday,26,177,13,D53,"Apartment (Rooming House, Condo)",Apartment,OT,None,RG,10,GRN,500,STOLEN,-79.3986511426887,43.70822560042414,"{""coordinates"": [[-79.3986511429999, 43.7082256]], ""type"": ""MultiPoint""}"
19363,GO-20199020185,THEFT UNDER,2019-06-22,2019,June,Saturday,22,173,16,2019-06-26,2019,June,Wednesday,26,177,13,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MA,None,TO,7,DGR,500,STOLEN,-79.37496165688604,43.671285110402756,"{""coordinates"": [[-79.374961657, 43.67128511]], ""type"": ""MultiPoint""}"
19364,GO-20199020181,THEFT UNDER,2019-06-25,2019,June,Tuesday,25,176,9,2019-06-26,2019,June,Wednesday,26,177,11,D41,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,SC,GTX-2 MEN'S HYB,RG,21,BLK,395.489990234375,STOLEN,-79.28763758429871,43.727931263358656,"{""coordinates"": [[-79.287637584, 43.7279312630001]], ""type"": ""MultiPoint""}"
19365,GO-20199020186,THEFT UNDER,2019-06-26,2019,June,Wednesday,26,177,12,2019-06-26,2019,June,Wednesday,26,177,12,D22,"Apartment (Rooming House, Condo)",Apartment,TR,X-01,OT,24,WHI,1600,STOLEN,-79.48120021595713,43.62296488969196,"{""coordinates"": [[-79.4812002159999, 43.62296489]], ""type"": ""MultiPoint""}"
19366,GO-20191184739,THEFT UNDER,2019-06-24,2019,June,Monday,24,175,22,2019-06-26,2019,June,Wednesday,26,177,9,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,JAKE,MT,10,BLKBLU,3500,STOLEN,-79.31206763901733,43.678513017559,"{""coordinates"": [[-79.312067639, 43.678513018]], ""type"": ""MultiPoint""}"
19367,GO-20199020245,THEFT UNDER,2019-06-26,2019,June,Wednesday,26,177,19,2019-06-26,2019,June,Wednesday,26,177,21,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,TR,None,RG,6,None,700,STOLEN,-79.4457321202746,43.664895420310195,"{""coordinates"": [[-79.4457321199999, 43.66489542]], ""type"": ""MultiPoint""}"
19368,GO-20199020219,THEFT UNDER - BICYCLE,2019-06-26,2019,June,Wednesday,26,177,14,2019-06-26,2019,June,Wednesday,26,177,18,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,GI,DEFY ADVANCED 2,RC,21,YEL,2600,STOLEN,-79.39831324474767,43.70674080495774,"{""coordinates"": [[-79.3983132449999, 43.706740805]], ""type"": ""MultiPoint""}"
19369,GO-20199020189,THEFT UNDER,2019-06-18,2019,June,Tuesday,18,169,21,2019-06-26,2019,June,Wednesday,26,177,13,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,None,RG,24,BLK,1000,STOLEN,-79.4086279376848,43.66890471359041,"{""coordinates"": [[-79.4086279379999, 43.6689047140001]], ""type"": ""MultiPoint""}"
19370,GO-20199020205,THEFT UNDER - BICYCLE,2019-06-18,2019,June,Tuesday,18,169,21,2019-06-26,2019,June,Wednesday,26,177,15,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,CA,QUICK 3 DISK,RG,3,GRY,999.989990234375,STOLEN,-79.42156602614332,43.638101680917245,"{""coordinates"": [[-79.4215660259999, 43.6381016810001]], ""type"": ""MultiPoint""}"
19371,GO-20191185858,B&E,2019-06-20,2019,June,Thursday,20,171,3,2019-06-26,2019,June,Wednesday,26,177,11,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UNKNOWN MAKE,None,OT,0,None,,STOLEN,-79.40371833209247,43.646464986808226,"{""coordinates"": [[-79.403718332, 43.6464649870001]], ""type"": ""MultiPoint""}"
19372,GO-20199020194,THEFT UNDER - BICYCLE,2019-06-21,2019,June,Friday,21,172,17,2019-06-26,2019,June,Wednesday,26,177,14,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,TR,None,MT,24,ONG,,STOLEN,-79.41108913596777,43.668236613068764,"{""coordinates"": [[-79.411089136, 43.668236613]], ""type"": ""MultiPoint""}"
19373,GO-20191188843,THEFT UNDER,2019-06-26,2019,June,Wednesday,26,177,3,2019-06-26,2019,June,Wednesday,26,177,18,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,None,FO,10,SIL,50,STOLEN,-79.50259695440927,43.698410561600106,"{""coordinates"": [[-79.502596954, 43.698410562]], ""type"": ""MultiPoint""}"
19374,GO-20191189087,THEFT UNDER - BICYCLE,2019-06-26,2019,June,Wednesday,26,177,17,2019-06-26,2019,June,Wednesday,26,177,19,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GIANT,ESCAPE,OT,21,None,400,STOLEN,-79.389869569075,43.68899065094792,"{""coordinates"": [[-79.389869569, 43.688990651]], ""type"": ""MultiPoint""}"
19375,GO-20199020153,THEFT UNDER,2019-06-25,2019,June,Tuesday,25,176,16,2019-06-26,2019,June,Wednesday,26,177,16,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,None,RG,3,RED,200,STOLEN,-79.55546869322022,43.67422765381123,"{""coordinates"": [[-79.555468693, 43.674227654]], ""type"": ""MultiPoint""}"
19376,GO-20191186260,THEFT OVER - BICYCLE,2019-06-26,2019,June,Wednesday,26,177,0,2019-06-26,2019,June,Wednesday,26,177,12,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,None,MT,7,BLKONG,2700,STOLEN,-79.3993568479656,43.701364017137,"{""coordinates"": [[-79.399356848, 43.7013640170001]], ""type"": ""MultiPoint""}"
19377,GO-20191189659,B&E,2019-06-25,2019,June,Tuesday,25,176,15,2019-06-26,2019,June,Wednesday,26,177,21,D14,"Apartment (Rooming House, Condo)",Apartment,NORCO,INDIE 4,RG,24,BLK,766,STOLEN,-79.40306583230996,43.644868584994335,"{""coordinates"": [[-79.403065832, 43.644868585]], ""type"": ""MultiPoint""}"
19378,GO-20191184943,THEFT OF EBIKE UNDER $5000,2019-06-26,2019,June,Wednesday,26,177,8,2019-06-26,2019,June,Wednesday,26,177,9,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,GREEN,EL,1,BLK,1600,STOLEN,-79.37905065456997,43.671910411014075,"{""coordinates"": [[-79.379050655, 43.6719104110001]], ""type"": ""MultiPoint""}"
19379,GO-20199020288,THEFT UNDER,2019-06-26,2019,June,Wednesday,26,177,19,2019-06-27,2019,June,Thursday,27,178,11,D51,"Apartment (Rooming House, Condo)",Apartment,GT,KARAKORAM 4.0,MT,18,BLK,200,STOLEN,-79.3764926462255,43.645780884884495,"{""coordinates"": [[-79.376492646, 43.6457808850001]], ""type"": ""MultiPoint""}"
19380,GO-20199020298,THEFT UNDER - BICYCLE,2019-06-24,2019,June,Monday,24,175,2,2019-06-27,2019,June,Thursday,27,178,11,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SU,REACTION,RG,21,WHI,300,STOLEN,-79.40429923189888,43.648039988576876,"{""coordinates"": [[-79.404299232, 43.648039989]], ""type"": ""MultiPoint""}"
19381,GO-20199020304,THEFT UNDER - BICYCLE,2019-06-21,2019,June,Friday,21,172,1,2019-06-27,2019,June,Thursday,27,178,12,D53,"Apartment (Rooming House, Condo)",Apartment,OT,None,MT,20,BLK,1300,STOLEN,-79.39327895268757,43.70907210925754,"{""coordinates"": [[-79.3932789529999, 43.709072109]], ""type"": ""MultiPoint""}"
19382,GO-20191192001,THEFT OF MOTOR VEHICLE,2019-06-26,2019,June,Wednesday,26,177,23,2019-06-27,2019,June,Thursday,27,178,8,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,LOL SURPRISE,OT,1,PNKTRQ,120,STOLEN,-79.4828383234974,43.65666926735319,"{""coordinates"": [[-79.482838323, 43.656669267]], ""type"": ""MultiPoint""}"
19383,GO-20191171013,THEFT UNDER - BICYCLE,2019-06-21,2019,June,Friday,21,172,21,2019-06-27,2019,June,Thursday,27,178,14,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CCM,SAVAGE,MT,20,BLKPNK,170,STOLEN,-79.38715424618069,43.66436980347352,"{""coordinates"": [[-79.387154246, 43.664369803]], ""type"": ""MultiPoint""}"
19384,GO-20199020286,THEFT UNDER - BICYCLE,2019-06-25,2019,June,Tuesday,25,176,22,2019-06-27,2019,June,Thursday,27,178,11,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,AMS,RG,8,SIL,1500,STOLEN,-79.39801983399197,43.6394678785716,"{""coordinates"": [[-79.398019834, 43.639467879]], ""type"": ""MultiPoint""}"
19385,GO-20199020375,THEFT UNDER,2019-06-27,2019,June,Thursday,27,178,18,2019-06-27,2019,June,Thursday,27,178,22,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,KO,PADDY WAGON,RG,1,BLK,650,STOLEN,-79.47110771721377,43.67177454421725,"{""coordinates"": [[-79.4711077169999, 43.6717745440001]], ""type"": ""MultiPoint""}"
19386,GO-20191191866,B&E,2019-06-22,2019,June,Saturday,22,173,18,2019-06-27,2019,June,Thursday,27,178,9,D53,"Apartment (Rooming House, Condo)",Apartment,GIANT,ESCAPE,MT,21,GRY,1000,STOLEN,-79.39263994847556,43.71498499716165,"{""coordinates"": [[-79.3926399479999, 43.714984997]], ""type"": ""MultiPoint""}"
19387,GO-20191191866,B&E,2019-06-22,2019,June,Saturday,22,173,18,2019-06-27,2019,June,Thursday,27,178,9,D53,"Apartment (Rooming House, Condo)",Apartment,OTHER,UNKNOWN,BM,1,PNK,100,STOLEN,-79.39263994847556,43.71498499716165,"{""coordinates"": [[-79.3926399479999, 43.714984997]], ""type"": ""MultiPoint""}"
19388,GO-20199020270,THEFT UNDER,2019-06-19,2019,June,Wednesday,19,170,12,2019-06-27,2019,June,Thursday,27,178,16,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RM,VAPOR,MT,24,GRY,400,STOLEN,-79.42705606534629,43.77720532285849,"{""coordinates"": [[-79.427056065, 43.777205323]], ""type"": ""MultiPoint""}"
19389,GO-20199020304,THEFT UNDER - BICYCLE,2019-06-21,2019,June,Friday,21,172,1,2019-06-27,2019,June,Thursday,27,178,12,D53,"Apartment (Rooming House, Condo)",Apartment,OT,None,MT,20,BLK,1300,STOLEN,-79.39327895268757,43.70907210925754,"{""coordinates"": [[-79.3932789529999, 43.709072109]], ""type"": ""MultiPoint""}"
19390,GO-20191195753,THEFT UNDER,2019-06-24,2019,June,Monday,24,175,17,2019-06-27,2019,June,Thursday,27,178,17,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GARY FISHER,TARPON,MT,21,RED,600,STOLEN,-79.47710021570589,43.625781104560765,"{""coordinates"": [[-79.4771002159999, 43.6257811050001]], ""type"": ""MultiPoint""}"
19391,GO-20191197972,PROPERTY - FOUND,2019-06-27,2019,June,Thursday,27,178,23,2019-06-27,2019,June,Thursday,27,178,23,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RAZOR,RAZOR,SC,0,SIL,,UNKNOWN,-79.37046902330704,43.76833579571341,"{""coordinates"": [[-79.3704690229999, 43.768335796]], ""type"": ""MultiPoint""}"
19392,GO-20199020364,THEFT UNDER,2019-06-19,2019,June,Wednesday,19,170,21,2019-06-27,2019,June,Thursday,27,178,21,D14,"Apartment (Rooming House, Condo)",Apartment,OT,None,MT,15,GRN,800,STOLEN,-79.40520203159791,43.6374612774235,"{""coordinates"": [[-79.405202032, 43.637461277]], ""type"": ""MultiPoint""}"
19393,GO-20199020401,THEFT UNDER,2019-06-27,2019,June,Thursday,27,178,20,2019-06-27,2019,June,Thursday,27,178,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,2016,MT,15,WHI,2000,STOLEN,-79.37412984780066,43.649258788362374,"{""coordinates"": [[-79.3741298479999, 43.6492587880001]], ""type"": ""MultiPoint""}"
19394,GO-20191170214,THEFT UNDER - BICYCLE,2019-06-21,2019,June,Friday,21,172,12,2019-06-27,2019,June,Thursday,27,178,11,D41,Schools During Un-Supervised Activity,Educational,SUPERCYCLE,None,MT,12,MUL,150,STOLEN,-79.3072342725024,43.76177952172107,"{""coordinates"": [[-79.3072342729999, 43.761779522]], ""type"": ""MultiPoint""}"
19395,GO-20199020276,THEFT UNDER,2019-06-26,2019,June,Wednesday,26,177,18,2019-06-27,2019,June,Thursday,27,178,11,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,None,MT,18,BLK,80,STOLEN,-79.37995624627325,43.65407279317647,"{""coordinates"": [[-79.3799562459999, 43.6540727930001]], ""type"": ""MultiPoint""}"
19396,GO-20199020266,THEFT UNDER,2019-06-27,2019,June,Thursday,27,178,3,2019-06-27,2019,June,Thursday,27,178,10,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,GI,None,MT,18,BLK,800,STOLEN,-79.44819941834089,43.661561417574724,"{""coordinates"": [[-79.4481994179999, 43.6615614180001]], ""type"": ""MultiPoint""}"
19397,GO-20199020272,THEFT UNDER,2019-06-27,2019,June,Thursday,27,178,3,2019-06-27,2019,June,Thursday,27,178,11,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,None,RG,7,BLK,500,STOLEN,-79.44993851708178,43.65952311566606,"{""coordinates"": [[-79.4499385169999, 43.6595231160001]], ""type"": ""MultiPoint""}"
19398,GO-20199020270,THEFT UNDER,2019-06-19,2019,June,Wednesday,19,170,12,2019-06-27,2019,June,Thursday,27,178,16,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,None,OT,1,BLK,400,STOLEN,-79.42705606534629,43.77720532285849,"{""coordinates"": [[-79.427056065, 43.777205323]], ""type"": ""MultiPoint""}"
19399,GO-20199020359,THEFT UNDER,2019-06-27,2019,June,Thursday,27,178,19,2019-06-27,2019,June,Thursday,27,178,20,D23,Schools During Un-Supervised Activity,Educational,SU,SUPERCYCLE 21 S,MT,21,RED,,STOLEN,-79.56138048216286,43.685542769119735,"{""coordinates"": [[-79.5613804819999, 43.6855427690001]], ""type"": ""MultiPoint""}"
19400,GO-20199020278,THEFT UNDER - BICYCLE,2019-06-27,2019,June,Thursday,27,178,18,2019-06-27,2019,June,Thursday,27,178,20,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,DEW,RG,8,GRY,700,STOLEN,-79.38419105054933,43.67080371004932,"{""coordinates"": [[-79.384191051, 43.67080371]], ""type"": ""MultiPoint""}"
19401,GO-20191191866,B&E,2019-06-22,2019,June,Saturday,22,173,18,2019-06-27,2019,June,Thursday,27,178,9,D53,"Apartment (Rooming House, Condo)",Apartment,OTHER,UNKNOWN,BM,1,None,250,STOLEN,-79.39263994847556,43.71498499716165,"{""coordinates"": [[-79.3926399479999, 43.714984997]], ""type"": ""MultiPoint""}"
19402,GO-20191199402,B&E W'INTENT,2019-06-06,2019,June,Thursday,6,157,20,2019-06-28,2019,June,Friday,28,179,7,D14,"Apartment (Rooming House, Condo)",Apartment,GIANT,TCR,MT,21,REDWHI,1000,UNKNOWN,-79.42603702465301,43.639225783416514,"{""coordinates"": [[-79.426037025, 43.639225783]], ""type"": ""MultiPoint""}"
19403,GO-20191186580,THEFT UNDER - BICYCLE,2019-06-26,2019,June,Wednesday,26,177,5,2019-06-28,2019,June,Friday,28,179,20,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,BRODIE,None,OT,21,BLK,1500,STOLEN,-79.38100464321748,43.64175478085846,"{""coordinates"": [[-79.381004643, 43.641754781]], ""type"": ""MultiPoint""}"
19404,GO-20199020394,THEFT UNDER,2019-06-28,2019,June,Friday,28,179,8,2019-06-28,2019,June,Friday,28,179,8,D14,"Apartment (Rooming House, Condo)",Apartment,UK,WINDSOR,RG,24,TRQ,500,STOLEN,-79.42163222612125,43.64148838498934,"{""coordinates"": [[-79.421632226, 43.6414883850001]], ""type"": ""MultiPoint""}"
19405,GO-20191198245,THEFT UNDER - BICYCLE,2019-06-23,2019,June,Sunday,23,174,10,2019-06-28,2019,June,Friday,28,179,0,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,ZZZ,GENESIS,OT,0,None,,STOLEN,-79.37799535026726,43.66213310123687,"{""coordinates"": [[-79.3779953499999, 43.6621331010001]], ""type"": ""MultiPoint""}"
19406,GO-20199020469,THEFT UNDER,2019-06-26,2019,June,Wednesday,26,177,23,2019-06-28,2019,June,Friday,28,179,20,D51,"Apartment (Rooming House, Condo)",Apartment,NO,None,RG,27,None,380,STOLEN,-79.37943925229703,43.66888960799329,"{""coordinates"": [[-79.379439252, 43.668889608]], ""type"": ""MultiPoint""}"
19407,GO-20191199755,THEFT OF EBIKE UNDER $5000,2019-06-27,2019,June,Thursday,27,178,23,2019-06-28,2019,June,Friday,28,179,8,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPEADWAY,IV,SC,1,BLK,2500,STOLEN,-79.37546934872861,43.65246519156883,"{""coordinates"": [[-79.3754693489999, 43.6524651920001]], ""type"": ""MultiPoint""}"
